Time                        Bx(nT)         By(nT)         Bz(nT)
          5793.3103         -2.3119         3.5012         4.0900
          5796.3183         -1.7897         3.0762         1.5116
          5799.3262         -1.3299         2.8841         3.0945
          5802.3342         -2.8343         2.9828         3.4446
          5805.3421         -3.5306         3.0690         3.0879
          5808.3501         -2.1962         2.8618         3.4671
          5811.3580         -1.8279         3.5507         2.6026
          5814.3660         -1.2689         2.3782         2.1042
          5817.3739         -2.2876         4.1567         3.8158
          5820.3819         -2.4725         1.9118         1.5271
          5823.3898         -1.5826         1.9964         2.7040
          5826.3978         -1.1555         3.0215         3.5651
          5829.4057         -2.4352         2.1100         3.8562
          5832.4137         -2.7197         2.6739         1.8335
          5835.4216         -1.2883         3.4539         3.4944
          5838.4296         -2.2301         2.9792         2.7022
          5841.4375         -3.2925         3.9901         2.7924
          5844.4455         -3.1579         5.2093         1.5686
          5847.4534         -3.6489         3.5548         1.7311
          5850.4614         -2.3592         3.8106         1.6974
          5853.4693         -3.0328         4.1499         2.2069
          5856.4773         -3.2133         4.6748         1.8675
          5859.4852         -3.1585         4.2579         2.2598
          5862.4932         -3.7933         3.7171         1.6394
          5865.5011         -3.6971         5.3599         2.6102
          5868.5091         -4.0194         4.7831         0.6480
          5871.5170         -3.9013         4.8262         1.5108
          5874.5250         -4.5328         5.3094         0.7711
          5877.5329         -4.2128         4.7832         0.7771
          5880.5409         -5.1176         4.2715         0.3811
          5883.5488         -3.6612         4.3171         1.5676
          5886.5568         -3.9576         4.3292        -0.1266
          5889.5647         -3.0608         3.5248         1.9484
          5892.5727         -3.5761         5.8749         1.6500
          5895.5806         -3.5154         5.2859         2.2293
          5898.5886         -4.4434         4.7874         1.3751
          5901.5965         -3.8536         4.6858         1.4867
          5904.6045         -4.3379         6.0121         2.5463
          5907.6124         -3.8255         4.0249         1.7153
          5910.6204         -3.1572         6.0045         1.9454
          5913.6283         -5.1405         4.8740         1.6773
          5916.6363         -3.6979         3.9019         2.6247
          5919.6442         -4.0387         3.2282         2.8346
          5922.6522         -3.2118         4.1514         2.5524
          5925.6601         -4.4179         5.9258         2.3595
          5928.6681         -4.0353         5.9817         2.3693
          5931.6760         -4.4028         4.3999         2.4125
          5934.6840         -3.0970         4.7162         2.4672
          5937.6919         -4.1566         6.0918         3.4176
          5940.6999         -4.6084         5.2581         2.8969
          5943.7078         -4.0066         5.8244         2.7537
          5946.7158         -2.7123         4.6473         4.0790
          5949.7237         -3.6336         4.0778         3.9192
          5952.7317         -3.6047         5.5888         3.9596
          5955.7396         -4.4056         4.1958         3.3868
          5958.7476         -3.3591         5.1239         2.5357
          5961.7555         -5.4796         5.0448         0.0367
          5964.7635         -5.4262         4.3985        -0.1952
          5967.7714         -5.0726         4.4713        -0.9259
          5970.7794         -4.9219         4.8184        -1.9430
          5973.7873         -6.3441         4.8213        -1.5997
          5976.7953         -4.4764         5.0901        -2.0552
          5979.8032         -5.0394         3.9473        -1.4550
          5982.8112         -5.0785         5.1190        -1.1627
          5985.8191         -5.4049         4.1461        -2.2657
          5988.8271         -5.0333         4.8105        -2.0815
          5991.8350         -4.5490         4.4617        -1.5736
