Time                      Vx(km/s)         Vy(km/s)       Vz(km/s)       Density(cm^-3)Temp(eV)
          1245.2908       -264.3185       133.3097       -17.3231         8.2554       122.1296
          1248.2987       -263.2515       126.6646       -17.4111         8.0536       117.8968
          1251.3067       -267.4090       123.6176       -18.9626         8.1323       111.1452
          1254.3146       -265.3893       123.5868       -17.5428         8.1144       108.7503
          1257.3226       -264.8758       124.8679       -17.3325         8.3666       105.8294
          1260.3306       -262.8583       127.0406       -18.2443         8.4211       107.4942
          1263.3385       -262.2935       129.1294       -18.5257         8.8195       106.3971
          1266.3465       -267.3148       130.3513       -22.1858         8.7968       103.7201
          1269.3544       -265.6698       135.6546       -20.3445         8.8076       110.2498
          1272.3623       -259.9313       136.3912       -15.0295         9.1745       110.3480
          1275.3703       -261.8102       128.7357       -13.1433         8.9524       109.8638
          1278.3782       -267.5662       122.6654       -17.2017         9.0510       106.2138
          1281.3862       -266.6344       115.2283       -19.6512         8.8160       102.9171
          1284.3941       -263.2362       113.5037       -16.9639         8.9261       102.3925
          1287.4021       -260.0556       117.0480       -18.8040         9.1787        98.6224
          1290.4100       -262.6672       124.6228       -21.8967         9.0755       103.5182
          1293.4180       -265.6700       128.6695       -19.4456         9.2031       106.7409
          1296.4259       -266.1040       130.6846       -19.6199         9.0773       107.3359
          1299.4339       -264.0413       128.0397       -14.4889         8.7796       114.8942
          1302.4418       -263.4592       122.7329       -10.6444         8.7950       114.9808
          1305.4498       -264.3479       118.0264       -12.9499         8.6835       113.0003
          1308.4577       -268.7336       118.6592       -18.1027         8.7981       112.1451
          1311.4657       -272.5911       125.6243       -20.7438         8.9045       107.3511
          1314.4736       -267.8508       133.3163       -22.7740         8.6250       109.2451
          1317.4816       -263.1277       130.6454       -19.5342         8.8569       113.4478
          1320.4895       -256.8383       126.4993       -16.7209         8.7793       116.6834
          1323.4975       -257.0592       120.5249       -15.7513         8.8817       110.3700
          1326.5054       -262.7461       117.3143       -16.6930         8.9783       105.3391
          1329.5134       -262.6789       119.0598       -18.6651         8.7667       103.1715
          1332.5213       -260.8059       118.7645       -20.5153         8.1778       105.3130
          1335.5293       -262.8279       116.2541       -17.5176         8.2879       108.5238
          1338.5372       -268.7231       117.3043       -13.6360         8.7128       113.6366
          1341.5452       -274.9033       119.7922       -14.8450         8.6887       116.0404
          1344.5531       -277.1049       123.7043       -17.4377         8.5495       111.6129
          1347.5611       -280.1442       125.3070       -17.5137         8.6013       108.0852
          1350.5690       -278.6134       129.6373       -17.3250         8.6006       109.8135
          1353.5770       -275.5919       135.9434       -13.6841         8.6523       113.6817
          1356.5849       -272.1646       137.6434       -13.2720         8.7226       113.8557
          1359.5929       -267.1071       136.5159       -15.0961         8.9429       115.1392
          1362.6008       -265.7241       134.1642       -17.6793         9.0751       113.4521
          1365.6088       -266.7050       137.0068       -19.6033         9.1378       109.1522
          1368.6167       -269.3940       131.4461       -19.6683         8.6950       106.3020
          1371.6247       -268.4453       130.1458       -22.2247         8.3145       109.7855
          1374.6326       -264.3278       129.8844       -20.8171         8.4680       114.3481
          1377.6406       -265.6450       123.0317       -16.9781         8.4939       114.4258
          1380.6485       -270.3297       122.7916       -17.9993         8.4226       111.2749
          1383.6565       -270.7732       122.7084       -19.3061         8.4016       108.9043
          1386.6644       -265.9556       124.0118       -17.3163         8.5544       111.4403
          1389.6723       -267.8867       127.1288       -14.9592         8.7537       115.8474
          1392.6803       -269.0121       127.9233       -16.9257         8.5824       115.0022
          1395.6883       -263.9313       132.3065       -22.2141         8.3648       109.4176
          1398.6962       -260.4341       134.7118       -22.0266         8.7635       108.2724
          1401.7041       -260.7601       130.5576       -15.7483         8.8671       109.4151
          1404.7121       -264.5772       126.0383       -15.6753         8.5107       107.8235
