Time                         Bx(nT)         By(nT)         Bz(nT)         Btot(km/s)    Vx(km/s)        Vy(km/s)      Vz(km/s)       Vtot(km/s)      Density(cm^-3)Temp(K)
2007-06-08/06:40:08          4.3915        -0.9476        30.5310        30.8598      -119.2570       104.3831       -19.2434       159.6508        32.4488       127.8011
2007-06-08/06:40:11          7.5328        -3.7917        30.1057        31.2645      -123.1757       117.1734       -19.0787       171.0727        32.8706       124.4011
2007-06-08/06:40:14          5.4304        -4.3619        29.5773        30.3864      -124.1574       112.0624       -22.1052       168.7059        34.4333       121.1446
2007-06-08/06:40:17         10.0267        -4.9162        31.6843        33.5946      -128.9791       109.5629       -20.7166       170.4958        33.2656       122.1090
2007-06-08/06:40:20          5.9301        -4.2540        28.1358        29.0670      -113.2341       100.4865       -20.1690       152.7295        30.9847       127.3220
2007-06-08/06:40:23          5.8527        -2.8952        32.9638        33.6043      -119.1025       104.1382       -27.5213       160.5852        35.3169       119.2896
2007-06-08/06:40:26          7.2184        -4.3250        30.2173        31.3671      -121.3343       112.7231       -13.4602       166.1616        29.4541       126.6875
2007-06-08/06:40:29          7.2068        -5.0987        29.9198        31.1950      -121.7701       114.2087       -23.3335       168.5706        35.4216       120.4896
2007-06-08/06:40:32          7.1645        -4.5997        29.2286        30.4433      -121.5311       105.7093       -15.7149       161.8370        31.6460       123.8162
2007-06-08/06:40:35          4.9636        -2.3783        32.5784        33.0401      -128.0126       115.2373       -12.6497       172.7045        30.8502       125.0800
2007-06-08/06:40:38          8.2028       -10.0066        29.6366        32.3380      -120.1048       121.5121       -13.4372       171.3794        31.7664       120.7012
2007-06-08/06:40:41          7.1230        -5.6251        31.9993        33.2616      -136.1521       102.3719       -17.4573       171.2371        32.1502       123.6633
2007-06-08/06:40:44          7.5891        -5.0105        30.9206        32.2302      -116.0940        98.2052       -17.4922       153.0623        29.7077       122.1991
2007-06-08/06:40:47         10.9623        -4.1626        33.6651        35.6488      -134.1162        98.4089       -23.3074       167.9723        32.3449       129.0325
2007-06-08/06:40:50          6.3566        -4.2868        32.0490        32.9533      -112.1151        92.5225       -20.4219       146.7899        30.4909       113.0413
2007-06-08/06:40:53          6.5992        -4.6218        30.9071        31.9399      -129.9756       104.8848       -15.5703       167.7406        30.5288       127.1933
2007-06-08/06:40:56          9.2049        -4.5947        28.8814        30.6590      -122.6593       106.7251       -15.7978       163.3558        33.0334       120.6176
2007-06-08/06:40:59          4.4991        -3.3988        32.2177        32.7074      -120.6009       102.2597       -20.0444       159.3844        32.4910       121.4794
2007-06-08/06:41:02          7.9129        -5.1971        28.8161        30.3313      -126.5162       115.1735       -15.1114       171.7545        32.8842       122.0223
2007-06-08/06:41:05          4.9322        -2.3052        27.5429        28.0758      -125.1510        99.9424       -23.3813       161.8578        34.1888       130.6256
2007-06-08/06:41:08          3.8290        -0.7575        31.3437        31.5858      -126.5747       107.3794       -22.2994       167.4776        33.6276       122.0670
2007-06-08/06:41:11          7.9862        -3.7372        26.8984        28.3067      -125.0061       110.8468       -18.5645       168.1018        32.2154       121.4379
2007-06-08/06:41:14          5.7939        -4.8539        29.8252        30.7681      -119.0379        89.8096       -26.6126       151.4729        36.6417       118.9644
2007-06-08/06:41:17          5.3046        -3.0374        28.3240        28.9761      -113.4725       100.2698       -19.8932       152.7278        33.3055       113.7833
2007-06-08/06:41:20          6.7435        -3.0397        30.4645        31.3496      -121.2022       111.8569       -19.2006       166.0440        31.3256       120.5345
2007-06-08/06:41:23          5.8409        -3.5408        29.7215        30.4963      -122.9025       107.2730       -19.8267       164.3339        33.9286       117.8213
2007-06-08/06:41:26          8.4662        -6.4194        29.7219        31.5638      -127.1309       116.0069       -15.3726       172.7894        33.5221       123.3022
2007-06-08/06:41:29          5.0770        -4.4711        30.4625        31.2047      -116.4719        96.7470       -19.9862       152.7257        32.5209       118.4010
2007-06-08/06:41:32          8.6791        -4.4585        33.0777        34.4868      -127.3610       111.1019       -14.4689       169.6285        31.5382       116.2067
2007-06-08/06:41:35          5.9590        -3.0417        27.2900        28.0981      -110.6536       100.3113       -13.0423       149.9222        30.8582       114.0732
2007-06-08/06:41:38          5.3517        -2.9141        31.4296        32.0149      -118.9282       110.7585       -22.3888       164.0507        35.2491       115.9236
2007-06-08/06:41:41          7.8881        -4.5730        31.1923        32.4976      -114.1506       104.6159       -16.8513       155.7524        32.8434       114.8587
2007-06-08/06:41:44          5.4299        -1.9066        25.8170        26.4506      -116.0860       106.5950       -15.0820       158.3222        31.5431       117.2473
2007-06-08/06:41:47          5.4182        -2.0750        27.8467        28.4447      -120.8838       115.3938       -21.8207       168.5371        33.8503       122.0348
2007-06-08/06:41:50          8.7104        -3.4475        31.7303        33.0843      -120.8026       113.7018       -18.5558       166.9302        32.7112       114.2721
2007-06-08/06:41:53          5.2457        -3.7902        28.9691        29.6832      -118.8218       105.3648       -17.3242       159.7513        31.8782       115.0354
2007-06-08/06:41:56          4.8208        -1.6422        31.5604        31.9686      -132.9650       114.6087       -19.3251       176.6021        34.4145       117.9828
2007-06-08/06:41:59          7.8710        -4.4064        31.1429        32.4230      -113.4052       112.1451       -16.7997       160.3729        31.8853       116.8118
2007-06-08/06:42:02          5.6746        -1.7302        29.2007        29.7972      -119.1025       108.7354       -12.0679       161.7233        29.3926       118.6655
2007-06-08/06:42:05          4.8075        -0.6090        27.7937        28.2130      -119.1172       114.3239       -18.8288       166.1728        32.7030       117.8181
2007-06-08/06:42:08          5.4579         0.3529        30.9409        31.4205      -118.9994       121.4379       -16.1630       170.7901        31.9182       116.1863
2007-06-08/06:42:11          2.2250        -0.3440        26.4420        26.5376      -109.8847       117.4847       -21.5087       162.2958        34.5709       112.9937
2007-06-08/06:42:14          4.8383        -1.4617        30.9107        31.3212      -124.8279       115.0640       -18.7087       170.7974        31.5093       131.9942
2007-06-08/06:42:17          7.7461        -4.0365        28.1035        29.4296      -111.8543       120.1083       -18.3204       165.1455        32.8049       121.2318
2007-06-08/06:42:20          2.1343        -3.1429        26.2871        26.5602      -109.1361       101.7210       -19.4962       150.4591        32.4349       120.5436
2007-06-08/06:42:23          3.6871         2.2209        30.4374        30.7403      -127.2547       123.2188       -20.7095       178.3410        32.8223       120.1412
2007-06-08/06:42:26          6.3580        -3.2847        26.4287        27.3805      -116.4997       126.5752       -18.1059       172.9777        33.5121       117.3479
2007-06-08/06:42:29          4.3093         0.3320        31.0816        31.3806      -122.0378       105.6545       -19.2836       162.5668        33.0126       117.5967
2007-06-08/06:42:32          6.1456        -4.4932        25.0960        26.2253      -110.3276       130.3278       -17.6814       171.6687        32.7677       120.3792
2007-06-08/06:42:35          3.7140        -0.7768        30.2389        30.4761      -129.7379       106.0827       -24.2747       169.3362        34.3902       123.6792
2007-06-08/06:42:38          4.0263        -1.1970        33.7339        33.9944      -120.1105       113.8063       -17.5082       166.3880        33.6792       112.8112
2007-06-08/06:42:41          7.0598        -0.1898        27.0039        27.9121      -112.2462       114.5472       -12.6958       160.8771        30.8349       116.2441
2007-06-08/06:42:44          5.3150         1.6496        25.6887        26.2846      -121.1247       120.8809       -19.2192       172.1997        33.8788       123.3017
2007-06-08/06:42:47          4.8596         6.3237        32.0571        33.0343      -122.6622       114.9580       -21.6554       169.5002        36.0198       115.2802
2007-06-08/06:42:50          1.9087        -0.6503        31.1446        31.2098      -100.9479       127.6511       -16.8156       163.6094        29.8272       117.6853
2007-06-08/06:42:53          4.1311         0.0032        25.9144        26.2416      -122.1169       122.7536       -12.7932       173.6222        31.7031       118.5950
2007-06-08/06:42:56          5.2854         0.5889        33.1951        33.6184      -123.5771       120.9611       -17.6166       173.8195        30.7674       119.4470
2007-06-08/06:42:59          2.8499         0.4010        29.7095        29.8486      -118.9257       121.8109       -14.0734       170.8195        31.5963       113.3086
2007-06-08/06:43:02          2.5719         2.8417        24.3862        24.6855      -118.6311       126.1137       -21.3860       174.4573        34.4038       129.1912
2007-06-08/06:43:05          3.6085         3.2863        29.3145        29.7180      -115.2321       120.4283       -26.0816       168.7059        32.4778       123.1554
2007-06-08/06:43:08          1.4860         3.8362        27.4146        27.7216      -113.4782       124.5219       -23.5812       170.1149        32.3165       118.1445
