Time                         Bx(nT)         By(nT)         Bz(nT)         Btot(km/s)    Vx(km/s)        Vy(km/s)      Vz(km/s)       Vtot(km/s)      Density(cm^-3)Temp(K)
2008-04-15/06:10:26         -1.5336         2.2428         9.3590         9.7454       -24.1591         3.7479        12.2791        27.3585         0.8304       798.7950
2008-04-15/06:10:29         -1.5664         2.4850         9.4491         9.8952       -21.7149         1.4227         5.6596        22.4853         0.8595       760.9148
2008-04-15/06:10:32         -1.9501         2.5995         9.4671        10.0093       -24.2604        -3.9565         9.6968        26.4244         0.8595       769.2092
2008-04-15/06:10:35         -1.9516         2.4829         9.4516         9.9652       -23.1940        -2.0012         8.9695        24.9484         0.8595       768.6726
2008-04-15/06:10:38         -2.4379         2.6347         9.3896        10.0523       -22.2221        -2.0135         4.0669        22.6808         0.9178       731.2612
2008-04-15/06:10:41         -2.7714         2.8988         9.3023        10.1300       -28.3412        -7.2836         2.3774        29.3586         0.8595       756.9838
2008-04-15/06:10:44         -3.1004         3.0437         9.2113        10.1845       -30.2032        -6.6409        -3.5016        31.1223         0.9178       723.7769
2008-04-15/06:10:47         -3.3268         2.8248         9.1126        10.1038       -40.6883        -6.7259        -7.5864        41.9325         0.8304       776.9760
2008-04-15/06:10:50         -3.2754         2.7706         8.9242         9.9018       -40.4933       -13.7682       -11.7731        44.3608         0.8595       764.0472
2008-04-15/06:10:53         -3.1572         3.2955         9.0166        10.1058       -40.0270        -5.2555        -7.8444        41.1256         0.8595       757.6210
2008-04-15/06:10:56         -3.2267         3.0638         9.0183        10.0562       -34.5607       -13.4795        -8.2639        38.0057         0.8304       785.0878
2008-04-15/06:10:59         -3.1744         2.9768         9.0126        10.0083       -43.5860       -18.3765        -2.0272        47.3450         0.8595       759.1831
2008-04-15/06:11:02         -3.2602         3.2561         8.9657        10.0804       -40.2113       -17.1977        -1.8491        43.7736         0.8887       759.3192
2008-04-15/06:11:05         -3.2503         3.3228         9.0885        10.2081       -28.6682       -12.9126        -5.1514        31.8612         0.8887       743.5323
2008-04-15/06:11:08         -3.3575         3.0259         9.0494        10.1154       -31.8968       -19.3132        -4.9191        37.6112         0.8595       763.2408
2008-04-15/06:11:11         -3.4305         3.1020         9.0511        10.1643       -22.9569       -13.1873         0.2261        26.4759         0.8304       784.8660
2008-04-15/06:11:14         -3.5661         3.2099         9.0331        10.2283       -18.3126       -12.7494         1.6270        22.3728         0.8304       768.5407
2008-04-15/06:11:17         -3.5103         3.0032         9.1425        10.2433       -21.1469       -16.6056         0.3843        26.8902         0.8887       737.9369
2008-04-15/06:11:20         -3.6538         2.8024         9.1119        10.2093       -14.5045       -17.0492        -4.3597        22.8049         0.8595       728.5994
2008-04-15/06:11:23         -3.5072         2.6293         9.0318        10.0393       -14.1991        -9.7903        -0.0091        17.2471         0.9178       703.7856
2008-04-15/06:11:26         -3.5668         2.6243         8.9679        10.0016        -6.2708       -13.7282         1.7729        15.1964         0.8887       715.3567
2008-04-15/06:11:29         -3.6408         2.3901         8.9689         9.9704        -6.9588        -1.1285         6.2616         9.4290         0.8595       735.7155
2008-04-15/06:11:32         -3.4548         2.2720         8.9513         9.8602        -6.0263        -2.5810         2.8573         7.1514         0.8595       727.1407
2008-04-15/06:11:35         -3.4801         2.3137         9.0783         9.9940         0.5626        -1.8015        -2.3400         3.0063         0.8887       728.3599
2008-04-15/06:11:38         -3.5891         2.2426         9.0797        10.0176         0.9953         1.4977        -4.6731         5.0072         0.9178       688.1438
2008-04-15/06:11:41         -3.3088         1.9941         9.0725         9.8608        -2.1474         5.0580        -5.3339         7.6580         0.8595       715.5614
2008-04-15/06:11:44         -3.4278         1.7183         8.8595         9.6537         4.0716         7.9223        -6.8425        11.2321         0.8595       719.1283
2008-04-15/06:11:47         -3.3277         1.6966         8.9072         9.6587        -2.5124        10.2906        -1.3014        10.6725         0.9178       682.8602
2008-04-15/06:11:50         -3.1885         1.6135         9.0022         9.6855         3.3514        11.9294        -6.1427        13.8302         0.8887       698.8999
2008-04-15/06:11:53         -2.8259         1.4492         9.0546         9.5954         2.7782        17.9782        -9.6213        20.5793         0.8887       713.2296
2008-04-15/06:11:56         -2.8730         1.3930         8.9260         9.4799         1.7207        16.5779       -11.8073        20.4255         0.8595       733.2308
2008-04-15/06:11:59         -2.7217         1.4245         8.9947         9.5048         0.9663        13.4743        -8.1389        15.7713         0.8887       718.0350
2008-04-15/06:12:02         -2.7934         1.5290         9.0625         9.6057         6.5586        15.6535       -12.6463        21.1654         0.9178       699.4251
2008-04-15/06:12:05         -2.4084         1.2692         9.0287         9.4302         4.6387        28.8545       -15.1369        32.9124         0.8304       768.1924
2008-04-15/06:12:08         -2.4052         1.2796         8.9538         9.3591         1.5170        26.7562       -20.4530        33.7123         0.8595       760.1764
2008-04-15/06:12:11         -2.4579         1.2480         8.8901         9.3077         3.9566        24.1485       -17.6614        30.1783         0.8595       765.4044
2008-04-15/06:12:14         -2.3562         1.3267         8.8661         9.2692         4.1896        23.1842       -25.6936        34.8600         0.8304       778.0200
2008-04-15/06:12:17         -2.0984         1.2869         8.7872         9.1255         1.1612        18.3002       -20.0092        27.1406         0.8595       770.9681
2008-04-15/06:12:20         -2.2519         1.4845         8.6939         9.1026         0.1225        25.1155       -30.0345        39.1520         0.8304       827.3328
2008-04-15/06:12:23         -2.0235         1.5668         8.7011         9.0697         0.4784        34.8003       -25.9430        43.4088         0.8887       778.1962
2008-04-15/06:12:26         -2.1524         1.4792         8.5907         8.9789        -4.7167        26.8137       -27.9827        39.0417         0.8887       768.7965
2008-04-15/06:12:29         -1.8762         1.4966         8.4845         8.8174        -2.7951        26.3195       -25.3584        36.6549         0.8595       783.9327
2008-04-15/06:12:32         -1.8145         1.7577         8.2983         8.6744        -8.0830        36.9441       -37.7262        53.4179         0.8595       817.9191
2008-04-15/06:12:35         -1.6274         1.8340         8.3852         8.7363         4.4785        37.6429       -28.8012        47.6084         0.8595       779.1710
2008-04-15/06:12:38         -1.4408         1.7160         8.2488         8.5477        -4.2254        36.5377       -28.4361        46.4916         0.8304       814.5237
2008-04-15/06:12:41         -1.2798         1.7196         8.2640         8.5375        -0.1340        26.4118       -33.0532        42.3098         0.8595       787.5647
2008-04-15/06:12:44         -1.1803         1.9050         8.3298         8.6260        -0.7252        32.4035       -28.7754        43.3420         0.8013       817.5705
2008-04-15/06:12:47         -0.8161         1.9575         8.4443         8.7065        -6.1191        27.9269       -21.8096        35.9585         0.8013       823.8685
2008-04-15/06:12:50         -0.6046         1.9807         8.4250         8.6758       -10.5048        28.7526       -20.9454        37.0914         0.8595       807.8288
2008-04-15/06:12:53         -0.5725         1.7249         8.4211         8.6150        -8.1196        23.7054       -26.0081        36.1150         0.8013       821.8893
2008-04-15/06:12:56         -0.4414         1.7342         8.5073         8.6935       -20.3330        13.0008       -14.0685        27.9352         0.8013       817.3713
2008-04-15/06:12:59         -0.3351         1.3950         8.5772         8.6963       -21.0283        14.5729       -16.9971        30.7158         0.8013       851.5422
2008-04-15/06:13:02         -0.3918         1.2421         8.4437         8.5436       -24.5149         7.1758       -27.3217        37.4025         0.8304       823.0473
2008-04-15/06:13:05         -0.2970         1.5328         8.4800         8.6225       -21.2601         3.6034       -20.2745        29.5978         0.8595       781.1668
2008-04-15/06:13:08         -0.6609         1.7161         8.3305         8.5311       -18.2564        -1.7119       -21.7930        28.4809         0.8887       794.3450
